,브랜드,언급량,제품수,총판매량,제품당판매량
2138,B002-02548,19381.561340000004,2,1192,596.0
2139,B002-02549,798.9822099999996,1,1,1.0
2140,B002-02551,595.8219018249988,1,1523,1523.0
2141,B002-02553,9068.609229400996,1,74,74.0
2142,B002-02554,166.02613999999886,1,22,22.0
2143,B002-02555,793.3396699999994,1,1345,1345.0
2144,B002-02556,11.18304000000002,6,2385,397.5
2145,B002-02557,90.83049999999965,3,5501,1833.6666666666667
2146,B002-02558,2070.23269,1,24,24.0
2147,B002-02559,272.0457999999985,5,1075,215.0
2148,B002-02560,3454.813419999999,1,300,300.0
2149,B002-02562,24.80313000000003,7,67580,9654.285714285714
2150,B002-02563,169.82655999999892,4,12239,3059.75
2151,B002-02564,161.0072599999989,3,4233,1411.0
2152,B002-02566,0.8847700000000001,2,29721,14860.5
2153,B002-02568,192.46948999999944,2,3442,1721.0
2154,B002-02570,3660.921045145999,1,816,816.0
2155,B002-02571,4937.045791618007,6,2221,370.1666666666667
2156,B002-02572,798.8505261039995,1,524,524.0
2157,B002-02573,183.6048020879999,3,4715,1571.6666666666667
2158,B002-02574,887.2765299999999,1,785,785.0
2159,B002-02575,158.30932999999902,1,11915,11915.0
2160,B002-02576,23.26566000000003,2,2180,1090.0
2161,B002-02577,345.5879900000007,3,21731,7243.666666666667
2162,B002-02583,837.1168099999999,2,70,35.0
2163,B002-02584,352.69563999999997,1,294,294.0
2164,B002-02585,0.39163000000000003,51,62747,1230.3333333333333
2165,B002-02586,682.5187999999996,1,1334,1334.0
2166,B002-02588,1180.429979999999,4,4668,1167.0
2167,B002-02590,129.87882999999925,2,414,207.0
2168,B002-02591,538.9445999999999,5,156529,31305.8
2169,B002-02592,158.4107899999991,1,1778,1778.0
2170,B002-02593,7.89056,13,8794,676.4615384615385
2171,B002-02594,200.18456236799977,1,3380,3380.0
2172,B002-02595,698.7782386919959,3,3995,1331.6666666666667
2173,B002-02596,116.76421719699995,1,15,15.0
2174,B002-02598,5617.6797,1,482,482.0
2175,B002-02599,562.0372000000006,22,327164,14871.09090909091
2176,B002-02600,160.77521999999885,1,701,701.0
2177,B002-02601,132.86674999999914,1,309,309.0
2178,B002-02602,1471.3237399169998,1,747,747.0
2179,B002-02603,132.53130324000017,1,1698,1698.0
2180,B002-02604,197.7335331750001,1,38,38.0
2181,B002-02605,2404.2208298740006,3,11571,3857.0
2182,B002-02606,154.4073399999991,3,1461,487.0
2183,B002-02608,477.7465099999998,7,11991,1713.0
2184,B002-02609,2286.768820000001,1,40,40.0
2185,B002-02610,196.31322571600032,4,1103,275.75
2186,B002-02611,14283.52765490999,4,8439,2109.75
2187,B002-02614,176.175201741,2,48,24.0
2188,B002-02615,913.9292507830004,1,494,494.0
2189,B002-02616,7609.723280450032,1,515,515.0
2190,B002-02617,95.831956748,5,1140,228.0
2191,B002-02618,485.8846549539994,2,25004,12502.0
2192,B002-02619,229.58842113,12,56390,4699.166666666667
2193,B002-02620,81.83668907599989,5,254277,50855.4
2194,B002-02621,11.89360658100001,1,7579,7579.0
2195,B002-02623,503.75464000000125,22,12878,585.3636363636364
2196,B002-02624,66.41789999999986,3,211718,70572.66666666667
2197,B002-02625,1.5954899999999996,1,320,320.0
2198,B002-02626,709.8189121049999,1,873,873.0
2199,B002-02627,308.8896281989996,1,242,242.0
2200,B002-02628,664.1268973890004,1,457,457.0
2201,B002-02629,9146.358762939999,4,146,36.5
2202,B002-02630,888.6040266229999,8,6338,792.25
2203,B002-02633,490.16602707000027,1,107,107.0
2204,B002-02634,72859.95653205004,1,86,86.0
2205,B002-02635,16.664319848999998,4,3127,781.75
2206,B002-02636,9.708129175,2,41754,20877.0
2207,B002-02637,0.9706477220000002,3,9021,3007.0
2208,B002-02638,386.7544200000004,1,871,871.0
2209,B002-02639,997.9089099999985,4,5710,1427.5
2210,B002-02640,3.611619999999998,1,941,941.0
2211,B002-02641,144.03604999999925,1,1166,1166.0
2212,B002-02642,0.7977600000000001,1,49,49.0
2213,B002-02643,65.2430699999999,1,157,157.0
2214,B002-02644,222.08948999999876,1,299,299.0
2215,B002-02645,0.17404999999999998,1,275,275.0
2216,B002-02646,296.6323700000001,20,211638,10581.9
2217,B002-02648,61.64570999999988,3,2673,891.0
2218,B002-02649,7894.558160000003,1,84,84.0
2219,B002-02650,254.4074299999984,8,1339,167.375
2220,B002-02651,174.25069999999897,1,4790,4790.0
2221,B002-02652,104.61049999999938,1,1256,1256.0
2222,B002-02654,37.654203813999985,1,1884,1884.0
2223,B002-02655,107.1924222249999,1,5,5.0
2224,B002-02656,536.7989056659978,11,60844,5531.272727272727
2225,B002-02658,1339.3508099999985,10,17065,1706.5
2226,B002-02659,50.02735999999992,2,396,198.0
2227,B002-02660,65.63489999999969,1,171,171.0
2228,B002-02663,578.5588500000003,1,4,4.0
2229,B002-02664,185.66636999999864,2,4748,2374.0
2230,B002-02665,226.77455999999844,3,4684,1561.3333333333333
2231,B002-02666,0.10151115,1,178,178.0
2232,B002-02667,205.0154661950001,1,112,112.0
2233,B002-02668,1.1458301549999999,4,8323,2080.75
2234,B002-02669,113.02186014099982,2,3619,1809.5
2235,B002-02670,1325.7803794550002,1,192,192.0
2236,B002-02671,7257.549756795998,1,312,312.0
2237,B002-02672,335.59505267400016,2,6944,3472.0
2238,B002-02674,0.6381900000000001,1,1258,1258.0
2239,B002-02675,20.379210000000025,5,1537,307.4
2240,B002-02677,567.9264000000015,1,87,87.0
2241,B002-02678,980.647469999999,3,2645,881.6666666666666
2242,B002-02679,138.4369299999991,5,2683,536.6
2243,B002-02680,606.9022599999997,1,731,731.0
2244,B002-02682,10.30174436200002,3,24704,8234.666666666666
2245,B002-02683,244.6075330900004,2,1038,519.0
2246,B002-02684,17375.110826559998,1,437,437.0
2247,B002-02686,1316.6353299999992,1,34,34.0
2248,B002-02688,489.00263999999976,3,2609,869.6666666666666
2249,B002-02689,3.7131599999999976,2,4589,2294.5
2250,B002-02691,1207.0181999999986,19,73169,3851.0
2251,B002-02693,390.0761199999996,18,39089,2171.6111111111113
2252,B002-02694,2270.847236553998,1,430,430.0
2253,B002-02695,439.17565448600055,3,116,38.666666666666664
2254,B002-02696,18.665534685,2,3360,1680.0
2255,B002-02697,1422.1653149769995,1,96,96.0
2256,B002-02698,1097.386769999999,2,187,93.5
2257,B002-02700,1797.8654700000004,1,62,62.0
2258,B002-02701,408.5269099999995,2,964,482.0
2259,B002-02702,76.68749999999976,1,139,139.0
2260,B002-02703,13.924320000000032,3,42981,14327.0
2261,B002-02704,8013.560140000003,6,1827,304.5
2262,B002-02705,369.8700199999998,2,13800,6900.0
2263,B002-02706,57.17817999999981,1,2373,2373.0
2264,B002-02707,123.42381999999924,22,71674,3257.909090909091
2265,B002-02708,40.07660999999996,2,2629,1314.5
2266,B002-02709,880.4444299999991,1,63,63.0
2267,B002-02710,249.6060699999981,2,550,275.0
2268,B002-02711,0.07252,3,733,244.33333333333334
2269,B002-02712,118.01382999999943,9,28111,3123.4444444444443
2270,B002-02713,46.09618999999987,4,3949,987.25
2271,B002-02714,2.465759999999999,1,4941,4941.0
2272,B002-02718,3516.5918299999985,1,391,391.0
2273,B002-02719,2.5092799999999995,1,759,759.0
2274,B002-02722,73.20662999999985,1,221,221.0
2275,B002-02723,1340.409429999997,13,2739913,210762.53846153847
2276,B002-02725,1100.3894599999992,1,2490,2490.0
2277,B002-02728,432.0414688969999,14,544217,38872.642857142855
2278,B002-02729,14.896608283999997,13,212646,16357.384615384615
2279,B002-02730,179.6611999999988,1,2127,2127.0
2280,B002-02731,4.496379999999998,3,390,130.0
2281,B002-02733,341.83107999999925,1,1320,1320.0
2282,B002-02734,211.6601499999988,2,4845,2422.5
2283,B002-02735,88.64009999999963,1,1723,1723.0
2284,B002-02736,258.5121699999986,1,3272,3272.0
2285,B002-02738,999.3593599999999,1,51,51.0
2286,B002-02739,3.568129999999998,6,6214,1035.6666666666667
2287,B002-02740,1.8130699999999993,1,254,254.0
2288,B002-02742,3229.212520456999,3,81274,27091.333333333332
2289,B002-02743,72.75570617799994,1,752,752.0
2290,B002-02744,3.292493005999999,1,547,547.0
2291,B002-02745,100.35930613899994,1,5445,5445.0
2292,B002-02746,8915.003890913009,2,2805,1402.5
2293,B002-02747,138.2395136149998,1,29,29.0
2294,B002-02749,69511.04787168994,1,1666,1666.0
2295,B002-02750,112.74799999999938,5,21150,4230.0
2296,B002-02751,2277.8334900000027,1,1188,1188.0
2297,B002-02752,21.234880000000036,2,285,142.5
2298,B002-02753,0.0,2,13209,6604.5
2299,B002-02754,0.07252,6,53915,8985.833333333334
2300,B002-02755,308.73006999999916,3,15877,5292.333333333333
2301,B002-02756,73.1484499999997,1,283,283.0
2302,B002-02757,226.80364999999856,1,197,197.0
2303,B002-02758,5779.760375646997,1,1604,1604.0
2304,B002-02759,105.78449748399989,3,458,152.66666666666666
2305,B002-02761,712.8667991470004,1,17,17.0
2306,B002-02762,889.6408099999999,1,1023,1023.0
2307,B002-02763,8.760790000000004,4,11044,2761.0
2308,B002-02764,427.2967999999999,27,45232,1675.2592592592594
2309,B002-02766,295.0223699999987,5,5832,1166.4
2310,B002-02768,19.175210000000032,2,19259,9629.5
2311,B002-02769,238.7415099999984,17,36519,2148.176470588235
2312,B002-02770,359.1472192310003,1,4052,4052.0
2313,B002-02771,5753.213715402,1,14,14.0
2314,B002-02772,157.83928190299983,1,240,240.0
2315,B002-02773,36.96918703200003,2,2300,1150.0
2316,B002-02774,258.5119093889997,5,16560,3312.0
2317,B002-02775,158.49658903800017,2,1832,916.0
2318,B002-02777,6603.721002842989,1,1402,1402.0
2319,B002-02778,6396.330663533992,2,2247,1123.5
2320,B002-02781,6417.131788766999,5,1889,377.8
2321,B002-02782,397.3026674680001,1,1662,1662.0
2322,B002-02783,207.3178801870002,20,2205666,110283.3
2323,B002-02784,349.79584968700027,1,21593,21593.0
2324,B002-02785,7472.376058539003,3,2693,897.6666666666666
2325,B002-02786,105.36514999999942,1,0,0.0
2326,B002-02787,0.0,1,2261,2261.0
2327,B002-02789,481.19882,2,64,32.0
2328,B002-02790,0.0,4,4277,1069.25
2329,B002-02791,7838.232757291999,2,2771,1385.5
2330,B002-02792,447.80652487900016,8,5673,709.125
2331,B002-02793,1.36337526,1,7,7.0
2332,B002-02794,0.0,1,3,3.0
2333,B002-02795,7.194250000000003,1,9,9.0
2334,B002-02796,115.4458499999993,2,5,2.5
2335,B002-02797,147.11108999999897,11,34841,3167.3636363636365
2336,B002-02800,675.2080099999996,10,3892,389.2
2337,B002-02801,3650.693950000001,1,21618,21618.0
2338,B002-02802,5321.393200000001,1,40,40.0
2339,B002-02803,541.0768700000004,9,2027,225.22222222222223
2340,B002-02804,1544.2970999999993,47,48790,1038.0851063829787
2341,B002-02805,524.0620900000002,2,824,412.0
2342,B002-02806,43.208857597000026,11,138596,12599.636363636364
2343,B002-02807,0.7832353429999999,1,27495,27495.0
2344,B002-02808,1702.8547556530011,3,3266,1088.6666666666667
2345,B002-02809,24.22229793499995,6,8603,1433.8333333333333
2346,B002-02810,299.66415999999924,3,500,166.66666666666666
2347,B002-02811,16.60782000000002,1,95,95.0
2348,B002-02812,1334.0127599999973,1,181,181.0
2349,B002-02813,0.0,2,672,336.0
2350,B002-02815,417.96993999999967,2,3108,1554.0
2351,B002-02816,184.6654499999989,18,38051,2113.9444444444443
2352,B002-02817,2.625329999999999,3,4993,1664.3333333333333
2353,B002-02818,445.2689000000004,1,4176,4176.0
2354,B002-02819,0.47865,1,646,646.0
2355,B002-02820,96.19732999999957,2,199,99.5
2356,B002-02821,433.4325900000004,6,402,67.0
2357,B002-02822,645.0658300000008,2,27,13.5
2358,B002-02824,7.4553800000000034,1,7,7.0
2359,B002-02827,1620.1309967550014,5,248859,49771.8
2360,B002-02829,192.62499027699974,2,11853,5926.5
2361,B002-02830,963.8649199999998,1,632,632.0
2362,B002-02831,525.9624199999998,1,839,839.0
2363,B002-02832,127.76100999999919,2,5871,2935.5
2364,B002-02833,69.39191999999981,1,126,126.0
2365,B002-02835,100.14290734199996,2,4399,2199.5
2366,B002-02837,2.679219631,1,3180,3180.0
2367,B002-02838,4830.980208303003,1,3071,3071.0
2368,B002-02840,4014.444087495,1,12465,12465.0
2369,B002-02841,4031.008982323003,2,1714,857.0
2370,B002-02842,16.187324901999986,1,257,257.0
2371,B002-02843,217.186873706,1,100,100.0
2372,B002-02844,109.585470528,2,1052,526.0
2373,B002-02845,5392.470440718003,2,1480,740.0
2374,B002-02846,89.88788999999963,40,173702,4342.55
2375,B002-02847,3355.9449200000026,8,193169,24146.125
2376,B002-02848,5946.385869999997,4,91650,22912.5
2377,B002-02849,394.81926000000175,2,24,12.0
2378,B002-02850,272.8002099999986,16,17999,1124.9375
2379,B002-02851,2403.8851500000023,1,344,344.0
2380,B002-02852,2446.937100000001,4,9828,2457.0
2381,B002-02853,2.306229999999999,1,140,140.0
2382,B002-02854,2.9298899999999986,1,144,144.0
2383,B002-02855,7.049250000000002,6,32124,5354.0
2384,B002-02856,485.91300000000183,5,7398,1479.6
2385,B002-02857,0.14504,1,3114,3114.0
2386,B002-02858,41.00529000000002,2,1224,612.0
2387,B002-02859,147.35773999999907,3,28324,9441.333333333334
2388,B002-02860,67.24460999999991,1,187,187.0
2389,B002-02861,1123.5254599999973,2,193,96.5
2390,B002-02862,116.53459999999954,1,104,104.0
2391,B002-02863,0.0,3,3558,1186.0
2392,B002-02864,11.125010000000017,1,651,651.0
2393,B002-02867,82.12652585900008,5,2081,416.2
2394,B002-02868,604.9918109840005,6,10611,1768.5
2395,B002-02869,1017.8183208780005,1,211,211.0
2396,B002-02870,789.5996070809991,1,320,320.0
2397,B002-02871,805.9036555839999,3,3407,1135.6666666666667
2398,B002-02872,44.60149965499987,6,4782,797.0
2399,B002-02873,203.39346931499978,1,86,86.0
2400,B002-02874,38.37226911100002,17,17211,1012.4117647058823
2401,B002-02876,3751.645190661,1,22066,22066.0
2402,B002-02878,565.6491900000001,1,422,422.0
2403,B002-02879,245.79114999999842,11,14280,1298.1818181818182
2404,B002-02880,211.19583999999884,18,35627,1979.2777777777778
2405,B002-02881,83.56301999999961,1,625,625.0
2406,B002-02882,74.60905082399992,1,376,376.0
2407,B002-02883,16766.756021332,1,143,143.0
2408,B002-02884,931.1862209319992,1,8463,8463.0
2409,B002-02886,10235.075991037002,7,15018,2145.4285714285716
2410,B002-02887,0.522129127,2,14495,7247.5
2411,B002-02888,899.6322186330002,5,22311,4462.2
2412,B002-02889,207.86312711200017,1,300,300.0
2413,B002-02891,101.59311999999935,4,32260,8065.0
2414,B002-02893,3211.5149800000004,5,4872,974.4
2415,B002-02894,314.85126999999915,6,12633,2105.5
2416,B002-02895,83.37460999999969,1,28,28.0
2417,B002-02896,3.2200099999999985,16,15227,951.6875
2418,B002-02897,729.2840500000002,1,155,155.0
2419,B002-02898,305.5821099999988,1,270,270.0
2420,B002-02899,0.0,1,237,237.0
2421,B002-02900,86.30457999999973,1,295,295.0
2422,B002-02901,8.470630000000005,2,13703,6851.5
2423,B002-02902,5440.873770000001,1,1360,1360.0
2424,B002-02903,1681.0827500000003,14,20039,1431.357142857143
2425,B002-02904,2694.4276300000024,1,1095,1095.0
2426,B002-02905,68.4484399999999,1,132,132.0
2427,B002-02906,101.8981199999995,2,382,191.0
2428,B002-02908,625.7447499999993,8,23508,2938.5
2429,B002-02909,2225.3532000000027,2,121,60.5
2430,B002-02910,0.0,1,93,93.0
2431,B002-02911,256.8152499999985,4,23476,5869.0
2432,B002-02912,35.275889999999976,3,2983,994.3333333333334
2433,B002-02913,1591.9762299999982,1,21498,21498.0
2434,B002-02914,34.98552000000002,4,7896,1974.0
2435,B002-02915,901.172689999999,30,140015,4667.166666666667
2436,B002-02916,1.6099899999999994,1,427,427.0
2437,B002-02917,353.60944999999975,1,226,226.0
2438,B002-02918,1841.5135494980002,51,1788349,35065.666666666664
2439,B002-02919,0.0,1,42,42.0
2440,B002-02920,341.7564598290003,34,9301031,273559.73529411765
2441,B002-02921,931.0380568019993,23,66605,2895.8695652173915
2442,B002-02922,3869.7678224959996,5,27071,5414.2
2443,B002-02923,2609.207443643,2,42,21.0
2444,B002-02925,6.744310119000003,8,2592,324.0
2445,B002-02926,16.607850000000028,1,16318,16318.0
2446,B002-02927,335.79695999999944,6,13437,2239.5
2447,B002-02928,5422.829309999997,2,2495,1247.5
2448,B002-02929,56.30822999999986,8,41727,5215.875
2449,B002-02930,1070.7693799999984,1,116,116.0
2450,B002-02931,3628.863349999998,40,1412115,35302.875
2451,B002-02932,54.29189000000002,1,934,934.0
2452,B002-02936,1028.310280321,2,2141,1070.5
2453,B002-02937,2494.8761654610003,4,4455,1113.75
2454,B002-02938,2718.6225799999997,16,34389,2149.3125
2455,B002-02939,4475.092019999997,6,29879,4979.833333333333
2456,B002-02940,311.0218299999987,2,180924,90462.0
2457,B002-02941,359.0490600000001,1,597,597.0
2458,B002-02942,558.2056465670001,13,252061,19389.30769230769
2459,B002-02943,3792.205030914,1,53,53.0
2460,B002-02944,651.1994623989995,3,4810,1603.3333333333333
2461,B002-02945,28.181654654999942,1,325,325.0
2462,B002-02946,0.17404999999999998,1,1,1.0
2463,B002-02948,0.82675,1,103,103.0
2464,B002-02950,1469.1158099999977,1,2,2.0
2465,B002-02951,54.10294999999992,1,348,348.0
2466,B002-02952,478.64578000000057,9,174741,19415.666666666668
2467,B002-02953,1.1748699999999999,3,3338,1112.6666666666667
2468,B002-02954,938.5239999999995,1,118,118.0
2469,B002-02955,1229.719259999999,1,11289,11289.0
2470,B002-02956,612.2982499999998,1,165,165.0
2471,B002-02957,0.0,6,6138,1023.0
2472,B002-02958,69.73929312599994,1,832,832.0
2473,B002-02963,3250.2356680340017,1,5907,5907.0
2474,B002-02965,67.92882884199983,1,2826,2826.0
2475,B002-02966,1379.2695999999983,2,2663,1331.5
2476,B002-02967,2.219179999999999,4,191,47.75
2477,B002-02968,13.967990000000015,1,81,81.0
2478,B002-02969,172.13295999999883,32,292574,9142.9375
2479,B002-02971,735.5503200000009,1,5,5.0
2480,B002-02972,139.13319999999914,3,3964,1321.3333333333333
2481,B002-02973,226.84719999999865,2,202,101.0
2482,B002-02975,1894.9643299999998,33,74576,2259.878787878788
2483,B002-02976,376.94871999999884,1,788,788.0
2484,B002-02977,2518.05686,18,117218,6512.111111111111
2485,B002-02978,216.8964399999986,12,31900,2658.3333333333335
2486,B002-02979,137.08825999999908,13,602215,46324.230769230766
2487,B002-02980,101.86889999999943,2,231,115.5
2488,B002-02981,20.625720000000026,2,10676,5338.0
2489,B002-02982,81.51158605200007,1,99,99.0
2490,B002-02984,218.41336010000015,5,21812,4362.4
2491,B002-02985,4061.806278540007,1,3543,3543.0
2492,B002-02986,7067.694729739001,4,186,46.5
2493,B002-02987,637.5423449329996,1,1707,1707.0
2494,B002-02988,6505.386535673006,1,68,68.0
2495,B002-02989,0.0,1,1625,1625.0
2496,B002-02990,0.8122500000000001,7,15393,2199.0
2497,B002-02991,5.787299999999998,12,33968,2830.6666666666665
2498,B002-02992,584.259380000001,1,60,60.0
2499,B002-02993,15.215370000000021,1,23,23.0
2500,B002-02994,1667.9407800000008,4,2153,538.25
2501,B002-02995,124.35223999999921,2,116,58.0
2502,B002-02996,886.7688199999994,1,1535,1535.0
2503,B002-02997,21.64126000000003,1,33,33.0
2504,B002-02998,2079.4084854380008,1,29,29.0
2505,B002-03001,66.97685010100025,1,2861,2861.0
2506,B002-03002,123.06131999999899,1,67,67.0
2507,B002-03003,123.85954999999937,2,1971,985.5
2508,B002-03004,486.4786299999999,4,258,64.5
2509,B002-03005,206.74265999999866,2,1476,738.0
2510,B002-03006,8.499660000000004,21,61059,2907.5714285714284
2511,B002-03007,3252.159069999999,14,31017,2215.5
2512,B002-03008,2612.4723500000005,3,57312,19104.0
2513,B002-03009,734.6075700000002,1,231,231.0
2514,B002-03011,2447.575461416998,1,32789,32789.0
2515,B002-03012,1122.6434127980008,4,3960,990.0
2516,B002-03013,4.397401799,13,155307,11946.692307692309
2517,B002-03014,235.52133999999856,1,1764,1764.0
2518,B002-03015,0.0,1,27,27.0
2519,B002-03017,4396.675959999997,1,1643,1643.0
2520,B002-03018,0.0,2,183,91.5
2521,B002-03019,12.691500000000016,33,172507,5227.484848484848
2522,B002-03020,115.37334999999925,3,3716,1238.6666666666667
2523,B002-03021,884.9121399999988,2,243,121.5
2524,B002-03022,1704.7638234340002,1,5982,5982.0
2525,B002-03023,435.3754568250002,1,1372,1372.0
2526,B002-03024,14385.67866049,1,6,6.0
2527,B002-03025,9.336203032000014,3,2970,990.0
2528,B002-03026,0.14504,2,544,272.0
2529,B002-03027,0.0,1,9,9.0
2530,B002-03028,512.1242000000003,1,3551,3551.0
2531,B002-03029,212.24021999999866,3,2649,883.0
2532,B002-03030,53.34925999999984,1,51,51.0
2533,B002-03031,1420.8854099999999,1,9890,9890.0
2534,B002-03032,1.5374999999999996,4,9384,2346.0
2535,B002-03034,1349.388470000001,2,8351,4175.5
2536,B002-03035,559.9193900000014,2,1429,714.5
2537,B002-03036,321.21899999999977,5,28194,5638.8
2538,B002-03038,881.5033100000013,3,4585,1528.3333333333333
2539,B002-03039,1318.2454299999981,2,2079,1039.5
2540,B002-03041,217.08501999999902,1,219,219.0
2541,B002-03042,49.618832058000045,4,1226,306.5
2542,B002-03043,132.63246543,5,8539,1707.8
2543,B002-03044,158.67057578300023,1,5865,5865.0
2544,B002-03045,26881.677738099985,1,91,91.0
2545,B002-03047,72.30714999999968,2,2111,1055.5
2546,B002-03048,249.60610999999884,2,2774,1387.0
2547,B002-03049,13.808460000000021,1,1060,1060.0
2548,B002-03050,830.6765199999987,3,41211,13737.0
2549,B002-03051,540.8593600000021,11,13117,1192.4545454545455
2550,B002-03053,1.01533,1,37233,37233.0
2551,B002-03054,306.94892816300035,4,74884,18721.0
2552,B002-03055,562.247558494,1,6393,6393.0
2553,B002-03056,3257.558454357999,1,40897,40897.0
2554,B002-03057,17.89227946900002,5,10384,2076.8
2555,B002-03058,8.354269598999997,1,70,70.0
2556,B002-03059,1403.612776064999,22,77535,3524.318181818182
2557,B002-03060,10.428518687999988,1,185,185.0
2558,B002-03061,97.19756066600027,1,1254,1254.0
2559,B002-03062,9501.132598030012,1,572,572.0
2560,B002-03063,43.8047977540001,3,410,136.66666666666666
2561,B002-03064,209.35475826500016,1,815,815.0
2562,B002-03065,486.9317825620001,2,152,76.0
2563,B002-03066,67.85419999999986,28,101726,3633.0714285714284
2564,B002-03067,1593.818299999998,2,834,417.0
2565,B002-03068,184.18690999999882,5,101432,20286.4
2566,B002-03069,2139.104160000002,2,538,269.0
2567,B002-03072,818.1149200000009,2,235,117.5
2568,B002-03073,1.5519699999999996,30,1307732,43591.066666666666
2569,B002-03074,937.2953631199997,1,3604,3604.0
2570,B002-03075,362.6178460519998,1,776,776.0
2571,B002-03076,6082.617438133004,1,2,2.0
2572,B002-03078,14202.68035908999,1,86,86.0
2573,B002-03080,64.67379715399997,2,3851,1925.5
2574,B002-03081,0.0,1,4523,4523.0
2575,B002-03082,1694.1955800000032,6,75263,12543.833333333334
2576,B002-03083,1408.657469999999,1,832,832.0
2577,B002-03084,17.275010000000034,3,25327,8442.333333333334
2578,B002-03085,167.30305999999936,2,579,289.5
2579,B002-03086,489.58295000000123,1,96960,96960.0
2580,B002-03087,805.9303700000011,1,3074,3074.0
2581,B002-03088,0.0,1,2538,2538.0
2582,B002-03090,92.12175999999953,1,357,357.0
2583,B002-03091,43.07933999999991,1,940,940.0
2584,B002-03092,424.85990999999996,1,40,40.0
2585,B002-03093,85.50710999999964,1,5723,5723.0
2586,B002-03094,3149.3885999999993,9,14066,1562.888888888889
2587,B002-03095,191.12046999999882,2,1603,801.5
2588,B002-03096,997.676909999998,7,13715,1959.2857142857142
2589,B002-03097,187.13138999999876,4,2253,563.25
2590,B002-03098,8103.449990000002,1,77,77.0
2591,B002-03100,1211.0217700000007,2,7170,3585.0
2592,B002-03101,28.951750000000036,40,58573,1464.325
2593,B002-03102,537.7842499999997,1,43,43.0
2594,B002-03103,83.76616999999968,1,4473,4473.0
2595,B002-03104,157.33736999999883,6,10300,1716.6666666666667
2596,B002-03105,527.2968900000016,3,12641,4213.666666666667
2597,B002-03106,966.0115299999989,8,12952,1619.0
2598,B002-03107,30.924420000000026,2,126,63.0
2599,B002-03108,119.18817999999922,69,111839,1620.855072463768
2600,B002-03109,15.041300000000026,1,937,937.0
2601,B002-03110,20.260767313999988,1,175,175.0
2602,B002-03111,793.5552057269996,1,688,688.0
2603,B002-03112,2318.461657775001,2,97,48.5
2604,B002-03113,790.1170496260003,1,6,6.0
2605,B002-03114,1551.7964499999994,1,1132,1132.0
2606,B002-03115,488.4514399999999,15,11199,746.6
2607,B002-03116,0.15955,1,68,68.0
2608,B002-03117,250.30235999999846,6,98149,16358.166666666666
2609,B002-03118,208.61395999999857,1,295,295.0
2610,B002-03119,32.795580000000015,1,199,199.0
2611,B002-03121,862.3563199999994,7,9832,1404.5714285714287
2612,B002-03122,316.86229830600007,9,27677,3075.222222222222
2613,B002-03123,41577.347506519975,2,21587,10793.5
2614,B002-03124,52.128417763999956,3,6081,2027.0
2615,B002-03125,105.03377233100012,1,427,427.0
2616,B002-03126,221.54837902899993,1,4487,4487.0
2617,B002-03128,207.0433506120001,1,260,260.0
2618,B002-03129,149.0945780350002,1,50,50.0
2619,B002-03130,2614.4452377240004,1,339,339.0
2620,B002-03131,6125.138005951998,1,400,400.0
2621,B002-03133,437.7101157110002,1,67,67.0
2622,B002-03134,24.005190000000045,1,849,849.0
2623,B002-03135,208.38248999999925,1,250,250.0
2624,B002-03137,586.5076799999989,4,2225,556.25
2625,B002-03138,279.1969699999986,7,6835,976.4285714285714
2626,B002-03139,2326.6584900000003,1,18,18.0
2627,B002-03141,6.599630000000004,2,420,210.0
2628,B002-03142,302.489482046,3,5451,1817.0
2629,B002-03143,7142.561346302996,1,360,360.0
2630,B002-03145,241.0448183009998,2,245,122.5
2631,B002-03146,2968.811119999999,2,2186,1093.0
2632,B002-03147,7.861519999999999,3,2368,789.3333333333334
2633,B002-03148,0.5656700000000001,1,3770,3770.0
2634,B002-03149,59.57143999999989,1,9880,9880.0
2635,B002-03150,571.2916200000009,2,6,3.0
2636,B002-03151,996.0086499999992,1,25,25.0
2637,B002-03152,0.08703,1,229,229.0
2638,B002-03153,724.4246299999998,1,156,156.0
2639,B002-03154,7.59989416000001,1,91,91.0
2640,B002-03155,1012.7713049050004,1,395,395.0
2641,B002-03156,333.20135520199926,1,12,12.0
2642,B002-03157,39.74154260200009,1,470,470.0
2643,B002-03158,252.36310944199994,3,61895,20631.666666666668
2644,B002-03159,185584.11041530006,3,222185,74061.66666666667
2645,B002-03160,1716.7034009259992,1,348,348.0
2646,B002-03161,234.76834849899998,2,2711,1355.5
2647,B002-03162,290.30815999999953,4,691095,172773.75
2648,B002-03164,0.33360999999999996,14,23703,1693.0714285714287
2649,B002-03165,46.3575199999999,1,9104,9104.0
2650,B002-03166,3486.000079999999,9,7631,847.8888888888889
2651,B002-03168,6.1209299999999995,1,327,327.0
2652,B002-03169,2510.499640000002,1,10,10.0
2653,B002-03170,2.552799999999999,14,7132,509.42857142857144
2654,B002-03171,35.91404000000002,5,3834,766.8
2655,B002-03175,3.4954555049999994,3,63932,21310.666666666668
2656,B002-03176,6.512643940999999,2,48958,24479.0
2657,B002-03177,4907.835450585,6,56673,9445.5
2658,B002-03178,741.2220399999992,9,19046,2116.222222222222
2659,B002-03179,120.7984699999996,1,0,0.0
2660,B002-03180,78.12362999999985,2,276,138.0
2661,B002-03181,140.29357999999897,1,8616,8616.0
2662,B002-03182,2605.737570770011,10,7718,771.8
